NCD_0,NCD_1,NCD_2,NCD_3,NCD_4,NCD_5,NCD_6,AI_0,AI_1,AI_2,AI_3,AI_4,AI_5,AI_6,AS(NA)_0,AS(NA)_1,AS(NA)_2,AS(NA)_3,AS(NA)_4,AS(NA)_5,AS(NA)_6,BL_0,BL_1,BL_2,BL_3,BL_4,BL_5,BL_6,NAC_0,NAC_1,NAC_2,NAC_3,NAC_4,NAC_5,NAC_6,AS(NAC)_0,AS(NAC)_1,AS(NAC)_2,AS(NAC)_3,AS(NAC)_4,AS(NAC)_5,AS(NAC)_6,CS_0,CS_1,CS_2,CS_3,CS_4,CS_5,CS_6,AT_0,AT_1,AT_2,AT_3,AT_4,AT_5,AT_6,NA_0,NA_1,NA_2,NA_3,NA_4,NA_5,NA_6,ADL_0,ADL_1,ADL_2,ADL_3,ADL_4,ADL_5,ADL_6,NAD_0,NAD_1,NAD_2,NAD_3,NAD_4,NAD_5,NAD_6,Annotation
15,13,23,16,27,8,18,14,12,19,13,17,7,14,0.000028,0.000024,0.000037,0.000031,0.000038,0.000013,0.000034,1.000000,0.928571,1.000000,1.000000,1.000000,1.000000,1.000000,16,14,25,18,36,8,22,0.000013,0.000011,0.000019,0.000016,0.000030,0.000006,0.000017,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.066667,1.071429,1.086957,1.125000,1.074074,1.000000,1.166667,16,14,22,17,21,8,21,1.066667,1.071429,1.086957,1.125000,1.333333,1.000000,1.222222,15,14,23,16,27,8,18,13.5
6,11,14,14,10,10,13,5,8,13,12,9,10,13,0.000011,0.000018,0.000025,0.000024,0.000017,0.000020,0.000025,1.000000,1.000000,1.000000,1.000000,1.000000,0.909091,1.000000,7,11,14,15,10,11,14,0.000005,0.000009,0.000012,0.000012,0.000008,0.000009,0.000011,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.166667,1.000000,1.000000,1.071429,1.000000,1.090909,1.076923,7,10,14,15,10,11,14,1.166667,1.000000,1.000000,1.071429,1.000000,1.090909,1.076923,6,11,14,14,10,11,13,7.0
11,8,11,0,9,15,13,7,6,8,0,7,12,12,0.000019,0.000013,0.000018,0.000000,0.000014,0.000021,0.000025,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,12,8,12,0,10,15,14,0.000010,0.000006,0.000009,0.000000,0.000008,0.000012,0.000012,1.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.090909,1.000000,1.090909,0.000000,1.111111,1.000000,1.076923,11,8,11,0,9,13,14,1.090909,1.000000,1.090909,0.000000,1.111111,1.000000,1.076923,11,8,11,0,9,15,13,12.5
8,11,0,9,15,13,15,6,8,0,7,12,12,13,0.000013,0.000018,0.000000,0.000014,0.000021,0.000025,0.000030,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,8,12,0,10,15,14,19,0.000006,0.000009,0.000000,0.000008,0.000012,0.000012,0.000016,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.090909,0.000000,1.111111,1.000000,1.076923,1.133333,8,11,0,9,13,14,17,1.000000,1.090909,0.000000,1.111111,1.000000,1.076923,1.266667,8,11,0,9,15,13,15,8.5
11,0,9,15,13,15,10,8,0,7,12,12,13,9,0.000018,0.000000,0.000014,0.000021,0.000025,0.000030,0.000016,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,12,0,10,15,14,19,10,0.000009,0.000000,0.000008,0.000012,0.000012,0.000016,0.000008,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.090909,0.000000,1.111111,1.000000,1.076923,1.133333,1.000000,11,0,9,13,14,17,10,1.090909,0.000000,1.111111,1.000000,1.076923,1.266667,1.000000,11,0,9,15,13,15,10,8.5
0,1,0,0,1,1,1,0,1,0,0,1,1,1,0.000000,0.000003,0.000000,0.000000,0.000004,0.000004,0.000004,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0,1,0,0,1,1,1,0.000000,0.000001,0.000000,0.000000,0.000002,0.000002,0.000002,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0,1,0,0,1,1,1,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0,1,0,0,1,1,1,0.0
1,0,0,1,1,1,0,1,0,0,1,1,1,0,0.000003,0.000000,0.000000,0.000004,0.000004,0.000004,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1,0,0,1,1,1,0,0.000001,0.000000,0.000000,0.000002,0.000002,0.000002,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1,0,0,1,1,1,0,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1,0,0,1,1,1,0,0.0
1,0,0,1,0,0,1,1,0,0,1,0,0,1,0.000004,0.000000,0.000000,0.000003,0.000000,0.000000,0.000003,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1,0,0,1,0,0,1,0.000002,0.000000,0.000000,0.000002,0.000000,0.000000,0.000001,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1,0,0,1,0,0,1,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1,0,0,1,0,0,1,0.5
0,1,0,0,1,1,0,0,1,0,0,1,1,0,0.000000,0.000003,0.000000,0.000000,0.000003,0.000004,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0,1,0,0,1,1,0,0.000000,0.000002,0.000000,0.000000,0.000001,0.000002,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0,1,0,0,1,1,0,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0,1,0,0,1,1,0,0.0
0,1,0,0,1,1,1,0,1,0,0,1,1,1,0.000000,0.000001,0.000000,0.000000,0.000001,0.000001,0.000001,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0,1,0,0,1,1,1,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0,1,0,0,1,1,1,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0,1,0,0,1,1,1,0.0
1,0,0,1,1,1,0,1,0,0,1,1,1,0,0.000001,0.000000,0.000000,0.000001,0.000001,0.000001,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1,0,0,1,1,1,0,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1,0,0,1,1,1,0,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1,0,0,1,1,1,0,0.0
0,1,1,0,1,0,1,0,1,1,0,1,0,1,0.000000,0.000001,0.000001,0.000000,0.000001,0.000000,0.000001,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0,1,1,0,1,0,1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0,1,1,0,1,0,1,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0,1,1,0,1,0,1,0.5
0,1,0,1,1,0,1,0,1,0,1,1,0,1,0.000000,0.000001,0.000000,0.000001,0.000001,0.000000,0.000001,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0,1,0,1,1,0,1,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0,1,0,1,1,0,1,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0,1,0,1,1,0,1,1.0
0,1,1,0,1,0,2,0,1,1,0,1,0,2,0.000000,0.000001,0.000001,0.000000,0.000001,0.000000,0.000002,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0,1,1,0,1,0,2,0.000000,0.000001,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0,1,1,0,1,0,2,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0,1,1,0,1,0,2,0.0
0,1,0,2,0,0,2,0,1,0,2,0,0,2,0.000000,0.000001,0.000000,0.000002,0.000000,0.000000,0.000002,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0,1,0,2,0,0,2,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000001,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0,1,0,2,0,0,2,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0,1,0,2,0,0,2,0.0
1,0,2,0,0,2,0,1,0,2,0,0,2,0,0.000001,0.000000,0.000002,0.000000,0.000000,0.000002,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1,0,2,0,0,2,0,0.000000,0.000000,0.000001,0.000000,0.000000,0.000001,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1,0,2,0,0,2,0,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1,0,2,0,0,2,0,0.5
0,1,0,0,0,1,1,0,1,0,0,0,1,1,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,1,0,0,0,1,1,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,1,0,0,0,1,1,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,1,0,0,0,1,1,0.5
1,0,0,0,1,1,1,1,0,0,0,1,1,1,0.000001,0.000000,0.000000,0.000000,0.000001,0.000001,0.000001,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1,0,0,0,1,1,1,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1,0,0,0,1,1,1,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1,0,0,0,1,1,1,0.0
1,1,0,0,0,1,13,1,1,0,0,0,1,12,0.000001,0.000001,0.000000,0.000000,0.000000,0.000001,0.000013,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1,1,0,0,0,1,13,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1,1,0,0,0,1,12,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1,1,0,0,0,1,13,1.0
1,0,0,0,1,13,2,1,0,0,0,1,12,1,0.000001,0.000000,0.000000,0.000000,0.000001,0.000013,0.000001,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1,0,0,0,1,13,2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000006,0.000001,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1,0,0,0,1,12,1,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1,0,0,0,1,13,2,0.5
0,1,0,0,0,0,2,0,1,0,0,0,0,2,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,1,0,0,0,0,2,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,1,0,0,0,0,2,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,1,0,0,0,0,2,1.5
1,0,0,0,0,2,3,1,0,0,0,0,2,3,0.000001,0.000000,0.000000,0.000000,0.000000,0.000002,0.000003,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1,0,0,0,0,2,3,0.000001,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1,0,0,0,0,2,3,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1,0,0,0,0,2,3,1.0
1,0,0,0,0,0,3,1,0,0,0,0,0,3,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000003,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1,0,0,0,0,0,3,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1,0,0,0,0,0,3,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1,0,0,0,0,0,3,1.5
2,0,0,0,0,1,3,2,0,0,0,0,1,11,0.000002,0.000000,0.000000,0.000000,0.000000,0.000001,0.000012,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,2,0,0,0,0,1,12,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000005,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,2,0,0,0,0,1,12,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,4.000000,2,0,0,0,0,1,3,0.5
0,1,0,0,0,0,3,0,1,0,0,0,0,3,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,1,0,0,0,0,3,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,1,0,0,0,0,3,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0,1,0,0,0,0,3,0.0
1,0,0,0,0,3,0,1,0,0,0,0,3,0,0.000001,0.000000,0.000000,0.000000,0.000000,0.000003,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1,0,0,0,0,3,0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1,0,0,0,0,3,0,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1,0,0,0,0,3,0,0.5
3,0,0,1,1,0,3,3,0,0,2,0,0,3,0.000003,0.000000,0.000000,0.000002,0.000001,0.000000,0.000005,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,3,0,0,2,1,0,4,0.000001,0.000000,0.000000,0.000001,0.000000,0.000000,0.000002,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,2.000000,1.000000,0.000000,1.333333,3,0,0,2,1,0,4,1.000000,0.000000,0.000000,2.000000,1.000000,0.000000,1.333333,3,0,0,1,1,0,3,0.0
0,1,0,0,0,1,1,0,1,0,0,0,1,1,0.000000,0.000002,0.000000,0.000000,0.000000,0.000002,0.000002,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,1,0,0,0,1,1,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,1,0,0,0,1,1,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0,1,0,0,0,1,1,0.0
1,0,0,0,1,1,0,1,0,0,0,1,1,0,0.000002,0.000000,0.000000,0.000000,0.000002,0.000002,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1,0,0,0,1,1,0,0.000001,0.000000,0.000000,0.000000,0.000001,0.000001,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1,0,0,0,1,1,0,1.000000,0.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1,0,0,0,1,1,0,0.0
2,0,0,0,0,1,2,2,0,0,0,0,1,2,0.000004,0.000000,0.000000,0.000000,0.000000,0.000002,0.000004,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,2,0,0,0,0,1,2,0.000002,0.000000,0.000000,0.000000,0.000000,0.000001,0.000002,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,2,0,0,0,0,1,2,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,2,0,0,0,0,1,2,0.0
1,0,0,1,0,1,0,1,0,0,1,0,1,0,0.000002,0.000000,0.000000,0.000002,0.000000,0.000002,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1,0,0,1,0,1,0,0.000001,0.000000,0.000000,0.000001,0.000000,0.000001,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1,0,0,1,0,1,0,1.000000,0.000000,0.000000,1.000000,0.000000,1.000000,0.000000,1,0,0,1,0,1,0,0.0
1,0,1,0,0,1,1,1,0,1,0,0,2,1,0.000002,0.000000,0.000002,0.000000,0.000000,0.000003,0.000002,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1,0,1,0,0,3,1,0.000001,0.000000,0.000001,0.000000,0.000000,0.000002,0.000001,1.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,0.000000,2.000000,1.000000,1,0,1,0,0,2,1,1.000000,0.000000,1.000000,0.000000,0.000000,3.000000,1.000000,1,0,1,0,0,1,1,0.5
0,1,0,0,1,1,0,0,1,0,0,2,1,0,0.000000,0.000002,0.000000,0.000000,0.000003,0.000002,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0,1,0,0,3,1,0,0.000000,0.000001,0.000000,0.000000,0.000002,0.000001,0.000000,0.000000,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,0.000000,1.000000,0.000000,0.000000,2.000000,1.000000,0.000000,0,1,0,0,2,1,0,0.000000,1.000000,0.000000,0.000000,3.000000,1.000000,0.000000,0,1,0,0,1,1,0,1.0
1,0,0,1,1,0,1,1,0,0,2,1,0,1,0.000002,0.000000,0.000000,0.000003,0.000002,0.000000,0.000002,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1,0,0,3,1,0,1,0.000001,0.000000,0.000000,0.000002,0.000001,0.000000,0.000001,1.000000,0.000000,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,0.000000,0.000000,2.000000,1.000000,0.000000,1.000000,1,0,0,2,1,0,1,1.000000,0.000000,0.000000,3.000000,1.000000,0.000000,1.000000,1,0,0,1,1,0,1,1.0
0,1,1,0,1,1,1,0,2,1,0,1,0,0,0.000000,0.000003,0.000002,0.000000,0.000002,0.000002,0.000002,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0,3,1,0,1,1,1,0.000000,0.000002,0.000001,0.000000,0.000001,0.000001,0.000001,0.000000,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0.000000,2.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0,2,1,0,1,1,1,0.000000,3.000000,1.000000,0.000000,1.000000,1.000000,1.000000,0,1,1,0,1,1,1,0.5
1,1,0,1,1,1,1,2,1,0,1,0,0,1,0.000003,0.000002,0.000000,0.000002,0.000002,0.000002,0.000002,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,3,1,0,1,1,1,1,0.000002,0.000001,0.000000,0.000001,0.000001,0.000001,0.000001,1.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,2.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,2,1,0,1,1,1,1,3.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1,1,0,1,1,1,1,0.0
1,0,1,1,1,1,0,1,0,1,0,0,1,0,0.000002,0.000000,0.000002,0.000002,0.000002,0.000002,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1,0,1,1,1,1,0,0.000001,0.000000,0.000001,0.000001,0.000001,0.000001,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1,0,1,1,1,1,0,1.000000,0.000000,1.000000,1.000000,1.000000,1.000000,0.000000,1,0,1,1,1,1,0,1.0
1,1,0,0,2,1,6,0,1,0,0,1,3,5,0.000002,0.000002,0.000000,0.000000,0.000004,0.000005,0.000010,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1,1,0,0,2,4,6,0.000001,0.000001,0.000000,0.000000,0.000002,0.000003,0.000005,1.000000,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,3.000000,1.000000,1,1,0,0,2,3,6,1.000000,1.000000,0.000000,0.000000,1.000000,4.000000,1.000000,1,1,0,0,2,1,6,5.5
1,0,0,2,1,6,6,1,0,0,1,3,5,1,0.000002,0.000000,0.000000,0.000004,0.000005,0.000010,0.000010,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1,0,0,2,4,6,6,0.000001,0.000000,0.000000,0.000002,0.000003,0.000005,0.000005,1.000000,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,3.000000,1.000000,1.000000,1,0,0,2,3,6,6,1.000000,0.000000,0.000000,1.000000,4.000000,1.000000,1.000000,1,0,0,2,1,6,6,2.5
0,2,1,6,6,5,0,0,1,3,5,1,0,0,0.000000,0.000004,0.000005,0.000010,0.000010,0.000008,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0,2,4,6,6,5,0,0.000000,0.000002,0.000003,0.000005,0.000005,0.000004,0.000000,0.000000,1.000000,1.000000,1.000000,1.000000,1.000000,0.000000,0.000000,1.000000,3.000000,1.000000,1.000000,1.000000,0.000000,0,2,3,6,6,5,0,0.000000,1.000000,4.000000,1.000000,1.000000,1.000000,0.000000,0,2,1,6,6,5,0,0.0
2,0,0,0,0,1,3,3,0,0,0,0,1,4,0.000005,0.000000,0.000000,0.000000,0.000000,0.000002,0.000007,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,3,0,0,0,0,1,4,0.000002,0.000000,0.000000,0.000000,0.000000,0.000001,0.000003,1.000000,0.000000,0.000000,0.000000,0.000000,1.000000,1.000000,1.500000,0.000000,0.000000,0.000000,0.000000,1.000000,1.333333,3,0,0,0,0,1,4,1.500000,0.000000,0.000000,0.000000,0.000000,1.000000,1.333333,2,0,0,0,0,1,3,0.0
0,1,3,0,0,0,2,0,1,4,0,0,0,2,0.000000,0.000002,0.000007,0.000000,0.000000,0.000000,0.000004,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0,1,4,0,0,0,3,0.000000,0.000001,0.000003,0.000000,0.000000,0.000000,0.000003,0.000000,1.000000,1.000000,0.000000,0.000000,0.000000,1.000000,0.000000,1.000000,1.333333,0.000000,0.000000,0.000000,1.500000,0,1,4,0,0,0,2,0.000000,1.000000,1.333333,0.000000,0.000000,0.000000,1.500000,0,1,3,0,0,0,2,0.5
3,6,11,9,7,7,4,3,6,8,8,5,7,4,0.000003,0.000007,0.000009,0.000010,0.000009,0.000009,0.000005,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3,6,11,9,7,7,4,0.000002,0.000003,0.000006,0.000005,0.000004,0.000004,0.000002,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3,6,8,9,7,7,4,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,3,6,11,9,7,7,4,4.5
9,7,7,4,5,4,21,8,5,7,4,5,2,20,0.000010,0.000009,0.000009,0.000005,0.000006,0.000005,0.000023,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,9,7,7,4,5,4,21,0.000005,0.000004,0.000004,0.000002,0.000002,0.000002,0.000010,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,9,7,7,4,5,4,20,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,9,7,7,4,5,4,21,6.5
7,4,5,4,21,9,4,7,4,5,2,20,7,4,0.000009,0.000005,0.000006,0.000005,0.000023,0.000008,0.000005,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,7,4,5,4,21,9,4,0.000004,0.000002,0.000002,0.000002,0.000010,0.000005,0.000002,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,7,4,5,4,20,7,4,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,7,4,5,4,21,9,4,8.0
4,5,4,21,9,4,5,4,5,2,20,7,4,5,0.000005,0.000006,0.000005,0.000023,0.000008,0.000005,0.000007,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,4,5,4,21,9,4,5,0.000002,0.000002,0.000002,0.000010,0.000005,0.000002,0.000003,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,4,5,4,20,7,4,5,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,4,5,4,21,9,4,5,6.5
5,4,21,9,4,5,11,5,2,20,7,4,5,11,0.000006,0.000005,0.000023,0.000008,0.000005,0.000007,0.000014,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,5,4,21,9,4,5,11,0.000002,0.000002,0.000010,0.000005,0.000002,0.000003,0.000006,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,5,4,20,7,4,5,11,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,1.000000,5,4,21,9,4,5,11,5.5
